"";"lemma";"inflected_form"
"21492";"initial";"initialled"
"21493";"initial";"initialling"
"21494";"initial";"initials"
"21495";"initiate";"initiated"
"21496";"initiate";"initiates"
"21497";"initiate";"initiating"
"21498";"initiation";"initiations"
"21499";"initiative";"initiatives"
"21500";"initiator";"initiators"
"21501";"inject";"injected"
"21502";"inject";"injecting"
"21503";"injection-mold";"injection-molded"
"21504";"injection";"injections"
"21505";"injector";"injectors"
"21506";"inject";"injects"
"21507";"injunction";"injunctions"
"21508";"injure";"injured"
"21509";"injure";"injures"
"21510";"injury";"injuries"
"21511";"injure";"injuring"
"21512";"injustice";"injustices"
"21513";"inkblot";"inkblots"
"21514";"ink";"inked"
"21515";"inker";"inkers"
"21516";"ink";"inking"
"21517";"inkling";"inklings"
"21518";"ink";"inks"
"21519";"inkwell";"inkwells"
"21520";"inlay";"inlaid"
"21521";"inlander";"inlanders"
"21522";"inlaw";"inlaws"
"21523";"inlay";"inlaying"
"21524";"inlay";"inlays"
"21525";"inlet";"inlets"
"21526";"inlier";"inliers"
"21527";"inmate";"inmates"
"21528";"inn-keeper";"inn-keepers"
"21529";"inner";"inners"
"21530";"innervate";"innervated"
"21531";"innervate";"innervating"
"21532";"inning";"innings"
"21533";"innkeeper";"innkeepers"
"21534";"innocent";"innocents"
"21535";"innoculate";"innoculated"
"21536";"innovate";"innovated"
"21537";"innovate";"innovates"
"21538";"innovate";"innovating"
"21539";"innovation";"innovations"
"21540";"innovator";"innovators"
"21541";"inn";"inns"
"21542";"innuendoe";"innuendoes"
"21543";"innuendo";"innuendos"
"21544";"innumerate";"innumerates"
"21545";"inoculant";"inoculants"
"21546";"inoculate";"inoculated"
"21547";"inoculate";"inoculates"
"21548";"inoculate";"inoculating"
"21549";"inoculation";"inoculations"
"21550";"inositol";"inositols"
"21551";"inpatient";"inpatients"
"21552";"input";"inputs"
"21553";"inquest";"inquests"
"21554";"inquire";"inquired"
"21555";"inquirer";"inquirers"
"21556";"inquire";"inquires"
"21557";"inquiry";"inquiries"
"21558";"inquire";"inquiring"
"21559";"inquisition";"inquisitions"
"21560";"inquisitor";"inquisitors"
"21561";"inroad";"inroads"
"21562";"in";"ins"
"21563";"insane";"insanes"
"21564";"insanity";"insanities"
"21565";"inscribe";"inscribed"
"21566";"inscribe";"inscribes"
"21567";"inscribe";"inscribing"
"21568";"inscription";"inscriptions"
"21569";"inscrutability";"inscrutabilities"
"21570";"insect-bear";"insect-borne"
"21571";"insectary";"insectaries"
"21572";"insecticide";"insecticides"
"21573";"insectivore";"insectivores"
"21574";"insect";"insects"
"21575";"insecurity";"insecurities"
"21576";"inselberg";"inselbergs"
"21577";"inseminate";"inseminated"
"21578";"inseminate";"inseminating"
"21579";"insemination";"inseminations"
"21580";"inseminator";"inseminators"
"21581";"insensibility";"insensibilities"
"21582";"insensitivity";"insensitivities"
"21583";"insert";"inserted"
"21584";"inserter";"inserters"
"21585";"insert";"inserting"
"21586";"insertion";"insertions"
"21587";"insert";"inserts"
"21588";"inset";"insets"
"21589";"insider";"insiders"
"21590";"inside";"insides"
"21591";"insight";"insights"
"21592";"insignia";"insignias"
"21593";"insinuate";"insinuated"
"21594";"insinuate";"insinuates"
"21595";"insinuate";"insinuating"
"21596";"insinuation";"insinuations"
"21597";"insinuator";"insinuators"
"21598";"insist";"insisted"
"21599";"insistence";"insistences"
"21600";"insister";"insisters"
"21601";"insist";"insisting"
"21602";"insist";"insists"
"21603";"insitution";"insitutions"
"21604";"insolate";"insolated"
"21605";"insole";"insoles"
"21606";"insolvency";"insolvencies"
"21607";"insolvent";"insolvents"
"21608";"insomniac";"insomniacs"
"21609";"insomnia";"insomnias"
"21610";"inspect";"inspected"
"21611";"inspect";"inspecting"
"21612";"inspection";"inspections"
"21613";"inspectorate";"inspectorates"
"21614";"inspector";"inspectors"
"21615";"inspect";"inspects"
"21616";"inspiration";"inspirations"
"21617";"inspire";"inspired"
"21618";"inspirer";"inspirers"
"21619";"inspire";"inspires"
"21620";"inspire";"inspiring"
"21621";"inspirit";"inspirited"
"21622";"inspirit";"inspiriting"
"21623";"instability";"instabilities"
"21624";"installation";"installations"
"21625";"install";"installed"
"21626";"installer";"installers"
"21627";"install";"installing"
"21628";"installment";"installments"
"21629";"install";"installs"
"21630";"instalment";"instalments"
"21631";"instal";"instals"
"21632";"instance";"instanced"
"21633";"instance";"instances"
"21634";"instance";"instancing"
"21635";"instantiate";"instantiated"
"21636";"instantiate";"instantiates"
"21637";"instantiate";"instantiating"
"21638";"instant";"instants"
"21639";"instar";"instars"
"21640";"instate";"instated"
"21641";"instate";"instating"
"21642";"instep";"insteps"
"21643";"instigate";"instigated"
"21644";"instigate";"instigates"
"21645";"instigate";"instigating"
"21646";"instigation";"instigations"
"21647";"instigator";"instigators"
"21648";"instillation";"instillations"
"21649";"instill";"instilled"
"21650";"instill";"instilling"
"21651";"instill";"instills"
"21652";"instil";"instils"
"21653";"instinct";"instincts"
"21654";"institute";"instituted"
"21655";"institute";"institutes"
"21656";"institute";"instituting"
"21657";"institutionalise";"institutionalised"
"21658";"institutionalise";"institutionalises"
"21659";"institutionalise";"institutionalising"
"21660";"institutionalist";"institutionalists"
"21661";"institutionalization";"institutionalizations"
"21662";"institutionalize";"institutionalized"
"21663";"institutionalize";"institutionalizes"
"21664";"institutionalize";"institutionalizing"
"21665";"institution";"institutions"
"21666";"instruct";"instructed"
"21667";"instruct";"instructing"
"21668";"instruction";"instructions"
"21669";"instructor";"instructors"
"21670";"instructress";"instructresses"
"21671";"instruct";"instructs"
"21672";"instrumentalist";"instrumentalists"
"21673";"instrumentality";"instrumentalities"
"21674";"instrumental";"instrumentals"
"21675";"instrumentation";"instrumentations"
"21676";"instrument";"instrumented"
"21677";"instrument";"instruments"
"21678";"insufficiency";"insufficiencies"
"21679";"insularity";"insularities"
"21680";"insulate";"insulated"
"21681";"insulate";"insulates"
"21682";"insulate";"insulating"
"21683";"insulation";"insulations"
"21684";"insulator";"insulators"
"21685";"insulin";"insulins"
"21686";"insult";"insulted"
"21687";"insulter";"insulters"
"21688";"insult";"insulting"
"21689";"insult";"insults"
"21690";"insurance";"insurances"
"21691";"insure";"insured"
"21692";"insured";"insureds"
"21693";"insurer";"insurers"
"21694";"insure";"insures"
"21695";"insurgency";"insurgencies"
"21696";"insurgent";"insurgents"
"21697";"insure";"insuring"
"21698";"insurrectionist";"insurrectionists"
"21699";"insurrection";"insurrections"
"21700";"inswinger";"inswingers"
"21701";"intaglio";"intaglios"
"21702";"intake";"intakes"
"21703";"intangible";"intangibles"
"21704";"integer";"integers"
"21705";"integral";"integrals"
"21706";"integrate";"integrated"
"21707";"integrate";"integrates"
"21708";"integrate";"integrating"
"21709";"integrationist";"integrationists"
"21710";"integration";"integrations"
"21711";"integrator";"integrators"
"21712";"integument";"integuments"
"21713";"intellect";"intellects"
"21714";"intellectualise";"intellectualised"
"21715";"intellectualise";"intellectualising"
"21716";"intellectualize";"intellectualized"
"21717";"intellectualize";"intellectualizes"
"21718";"intellectualize";"intellectualizing"
"21719";"intellectual";"intellectuals"
"21720";"intelligence";"intelligences"
"21721";"intend";"intended"
"21722";"intender";"intenders"
"21723";"intend";"intending"
"21724";"intend";"intends"
"21725";"intensify";"intensified"
"21726";"intensifier";"intensifiers"
"21727";"intensify";"intensifies"
"21728";"intensify";"intensifying"
"21729";"intension";"intensions"
"21730";"intensity";"intensities"
"21731";"intensive";"intensives"
"21732";"intention";"intentioned"
"21733";"intention";"intentions"
"21734";"intent";"intents"
"21735";"interact";"interacted"
"21736";"interact";"interacting"
"21737";"interaction";"interactions"
"21738";"interactivity";"interactivities"
"21739";"interact";"interacts"
"21740";"interbreed";"interbred"
"21741";"interbreed";"interbreeding"
"21742";"intercalate";"intercalated"
"21743";"intercede";"interceded"
"21744";"intercede";"intercedes"
"21745";"intercede";"interceding"
"21746";"intercept";"intercepted"
"21747";"intercepter";"intercepters"
"21748";"intercept";"intercepting"
"21749";"interception";"interceptions"
"21750";"interceptor";"interceptors"
"21751";"intercept";"intercepts"
"21752";"intercession";"intercessions"
"21753";"interchange";"interchanged"
"21754";"interchange";"interchanges"
"21755";"interchange";"interchanging"
"21756";"intercommunication";"intercommunications"
"21757";"intercom";"intercoms"
"21758";"interconnect";"interconnected"
"21759";"interconnect";"interconnecting"
"21760";"interconnection";"interconnections"
"21761";"interconnect";"interconnects"
"21762";"intercourse";"intercourses"
"21763";"intercrop";"intercropped"
"21764";"intercrop";"intercropping"
"21765";"intercrop";"intercrops"
"21766";"intercut";"intercuts"
"21767";"intercut";"intercutting"
"21768";"interdependency";"interdependencies"
"21769";"interdict";"interdicted"
"21770";"interdict";"interdicting"
"21771";"interdiction";"interdictions"
"21772";"interdict";"interdicts"
"21773";"interdigitate";"interdigitated"
"21774";"interest-earn";"interest-earning"
"21775";"interest-pay";"interest-paying"
"21776";"interest";"interested"
"21777";"interest";"interesting"
"21778";"interesting";"interestinger"
"21779";"interest";"interests"
"21780";"interface";"interfaces"
"21781";"interfere";"interfered"
"21782";"interference";"interferences"
"21783";"interferer";"interferers"
"21784";"interfere";"interferes"
"21785";"interfere";"interfering"
"21786";"interferometer";"interferometers"
"21787";"interferon";"interferons"
"21788";"interfer";"interferred"
"21789";"interfuse";"interfused"
"21790";"interglacial";"interglacials"
"21791";"intergrade";"intergraded"
"21792";"interim";"interims"
"21793";"interiorise";"interiorised"
"21794";"interiorize";"interiorizing"
"21795";"interior";"interiors"
"21796";"interject";"interjected"
"21797";"interject";"interjecting"
"21798";"interjection";"interjections"
"21799";"interject";"interjects"
"21800";"interlace";"interlaced"
"21801";"interlace";"interlaces"
"21802";"interlace";"interlacing"
"21803";"interlay";"interlaid"
"21804";"interlard";"interlarding"
"21805";"interleave";"interleaved"
"21806";"interleave";"interleaves"
"21807";"interleaf";"interleaves"
"21808";"interleave";"interleaving"
"21809";"interlineation";"interlineations"
"21810";"interline";"interlined"
"21811";"interline";"interlines"
"21812";"interline";"interlining"
"21813";"interlining";"interlinings"
"21814";"interlink";"interlinked"
"21815";"interlink";"interlinking"
"21816";"interlink";"interlinks"
"21817";"interlock";"interlocked"
"21818";"interlock";"interlocking"
"21819";"interlock";"interlocks"
"21820";"interlocutor";"interlocutors"
"21821";"interloper";"interlopers"
"21822";"interlope";"interloping"
"21823";"interlude";"interludes"
"21824";"intermarriage";"intermarriages"
"21825";"intermarry";"intermarried"
"21826";"intermarry";"intermarrying"
"21827";"intermediary";"intermediaries"
"21828";"intermediate";"intermediates"
"21829";"interment";"interments"
"21830";"intermezzo";"intermezzi"
"21831";"intermezzo";"intermezzos"
"21832";"intermingle";"intermingled"
"21833";"intermingle";"intermingles"
"21834";"intermingle";"intermingling"
"21835";"intermission";"intermissions"
"21836";"intermit";"intermitted"
"21837";"intermix";"intermixed"
"21838";"intermix";"intermixes"
"21839";"intermix";"intermixing"
"21840";"internalise";"internalised"
"21841";"internalise";"internalises"
"21842";"internalise";"internalising"
"21843";"internalize";"internalized"
"21844";"internalize";"internalizes"
"21845";"internalize";"internalizing"
"21846";"internal";"internals"
"21847";"international-affair";"international-affairs"
"21848";"international-relation";"international-relations"
"21849";"internationalise";"internationalised"
"21850";"internationalise";"internationalises"
"21851";"internationalise";"internationalising"
"21852";"internationalist";"internationalists"
"21853";"internationalize";"internationalized"
"21854";"internationalize";"internationalizing"
"21855";"international";"internationals"
"21856";"intern";"interned"
"21857";"internee";"internees"
"21858";"interneuron";"interneurons"
"21859";"intern";"interning"
"21860";"internist";"internists"
"21861";"internment";"internments"
"21862";"internode";"internodes"
"21863";"intern";"interns"
"21864";"internship";"internships"
"21865";"interpellate";"interpellated"
"21866";"interpellation";"interpellations"
"21867";"interpenetrate";"interpenetrates"
"21868";"interpenetrate";"interpenetrating"
"21869";"interphone";"interphones"
"21870";"interplay";"interplays"
"21871";"interplead";"interpleaded"
"21872";"interpolate";"interpolated"
"21873";"interpolate";"interpolates"
"21874";"interpolate";"interpolating"
"21875";"interpolation";"interpolations"
"21876";"interpol";"interpols"
"21877";"interpose";"interposed"
"21878";"interposer";"interposers"
"21879";"interpose";"interposes"
"21880";"interpose";"interposing"
"21881";"interposition";"interpositions"
"21882";"interpretation";"interpretations"
"21883";"interpret";"interpreted"
"21884";"interpreter";"interpreters"
"21885";"interpret";"interpreting"
"21886";"interpret";"interprets"
"21887";"inter";"interred"
"21888";"interregnum";"interregnums"
"21889";"interrelate";"interrelated"
"21890";"interrelate";"interrelates"
"21891";"interrelate";"interrelating"
"21892";"interrelation";"interrelations"
"21893";"interrelationship";"interrelationships"
"21894";"inter";"interring"
"21895";"interrogate";"interrogated"
"21896";"interrogate";"interrogates"
"21897";"interrogate";"interrogating"
"21898";"interrogation";"interrogations"
"21899";"interrogative";"interrogatives"
"21900";"interrogatory";"interrogatories"
"21901";"interrogator";"interrogators"
"21902";"interrupt";"interrupted"
"21903";"interrupter";"interrupters"
"21904";"interrupt";"interrupting"
"21905";"interruption";"interruptions"
"21906";"interrupt";"interrupts"
"21907";"inter";"inters"
"21908";"intersect";"intersected"
"21909";"intersect";"intersecting"
"21910";"intersection";"intersections"
"21911";"intersect";"intersects"
"21912";"interspace";"interspaced"
"21913";"intersperse";"interspersed"
"21914";"intersperse";"intersperses"
"21915";"intersperse";"interspersing"
"21916";"interstate";"interstates"
"21917";"interstice";"interstices"
"21918";"interstitial";"interstitials"
"21919";"intertitle";"intertitles"
"21920";"intertwine";"intertwined"
"21921";"intertwinement";"intertwinements"
"21922";"intertwine";"intertwines"
"21923";"intertwine";"intertwining"
"21924";"interval";"intervals"
"21925";"intervene";"intervened"
"21926";"intervener";"interveners"
"21927";"intervene";"intervenes"
"21928";"intervene";"intervening"
"21929";"intervenor";"intervenors"
"21930";"interventionist";"interventionists"
"21931";"intervention";"interventions"
"21932";"interview";"interviewed"
"21933";"interviewee";"interviewees"
"21934";"interviewer";"interviewers"
"21935";"interview";"interviewing"
"21936";"interview";"interviews"
"21937";"interweave";"interweaved"
"21938";"interweave";"interweaves"
"21939";"interweave";"interweaving"
"21940";"interweave";"interwove"
"21941";"interweave";"interwoven"
"21942";"intestate";"intestates"
"21943";"intestine";"intestines"
"21944";"intimacy";"intimacies"
"21945";"intimate";"intimated"
"21946";"intimate";"intimates"
"21947";"intimate";"intimating"
"21948";"intimation";"intimations"
"21949";"intimidate";"intimidated"
"21950";"intimidate";"intimidates"
"21951";"intimidate";"intimidating"
"21952";"intimidation";"intimidations"
"21953";"intimidator";"intimidators"
"21954";"intonate";"intonated"
"21955";"intonate";"intonates"
"21956";"intonation";"intonations"
"21957";"intone";"intoned"
"21958";"intone";"intones"
"21959";"intone";"intoning"
"21960";"intoxicant";"intoxicants"
"21961";"intoxicate";"intoxicated"
"21962";"intoxicate";"intoxicates"
"21963";"intoxicate";"intoxicating"
"21964";"intoxication";"intoxications"
"21965";"intransigency";"intransigencies"
"21966";"intransigent";"intransigents"
"21967";"intrench";"intrenched"
"21968";"intricacy";"intricacies"
"21969";"intrigue";"intrigued"
"21970";"intriguer";"intriguers"
"21971";"intrigue";"intrigues"
"21972";"intrigue";"intriguing"
"21973";"introduce";"introduced"
